new_clean_name,old_sf_name,old_lg_name,osa_govt_lvl,lg_govt_lvl,new_entity_for_osa,new_entity_for_lg,name_changed_in_salesforce,name_cnt,sf_id,lg_id,primary_email,primary_first_name,primary_last_name,primary_title,primary_phone
Myton Elementary School,Myton Elementary School,,Component,,FALSE,TRUE,FALSE,1,0014100001ioOv0AAE,,,,,,
Naples 1500 South Redevelopment Agency,Naples 1500 South Redevelopment Agency,Naples 1500 South Redevelopment,Redevelopment Agency/Project Area,Community Reinvestment Agency,FALSE,FALSE,FALSE,1,0014100000rD1gtAAC,893,nkay@naples.utah.gov,Nikki,Kay,City Recorder,4357899090
Naples City,Naples City,Naples City,City,Municipality,FALSE,FALSE,FALSE,1,0014100000rD10hAAC,234,nkay@naples.utah.gov,Nikki,Kay,,435-789-9090
Naples City Redevelopment Agency,Naples City Redevelopment Agency,Naples City Redevelopment Agency,Redevelopment Agency/Project Area,Community Reinvestment Agency,FALSE,FALSE,FALSE,1,0014100000rD1guAAC,894,nkay@naples.utah.gov,Nikki,Kay,City Recorder,4357899090
Nathan Green OD,NATHAN GREEN O.D.,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyEQAV,,,,,,
Nathan W Davis DPM,NATHAN W DAVIS DPM,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyFQAV,,,,,,
National Abilities Center,National Abilities Center,National Ability Center,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0011K00002SPfUUQA1,895,accounting@discovernac.org,Patrick,Refi,,435.649.3991
National Alliance on Mental Illness-Utah,,National Alliance on Mental Illness-Utah (NAMI-UTAH),,Nonprofit Corporation,TRUE,FALSE,,1,,896,rob@namiut.org,Robert,Wesemann,Executive Director,8013239900
National Association of Health Data Organizations,,National Association of Health Data Organizations,,,TRUE,FALSE,,1,,897,,,,,
National Audubon Society,"National Audubon Society, Inc",,Non Profits,,FALSE,TRUE,TRUE,1,0011K00002bB7EfQAK,,,,,,
National Energy Foundation,,"National Energy Foundation, Inc.",,Nonprofit Corporation,TRUE,FALSE,,1,,898,wayne@nef1.org,Wayne,Bonner,,801-327-9512
National Tongan - American Society,National Tongan - American Society,,Non Profits,,FALSE,TRUE,FALSE,1,0014100000rD1ZTAA0,,,,,,
Natural History Museum of Utah,Natural History Museum of Utah,,Educational Foundation or Component Unit,,FALSE,TRUE,FALSE,1,0011K00002PrXvaQAF,,,,,,
Navajo Strong,Navajo Strong,,Non Profits,,FALSE,TRUE,FALSE,1,0011K00002ZnWUvQAN,,,,,,
Navigator Pointe Academy,Navigator Pointe Academy,Navigator Pointe Academy,School District or Charter School,Charter School,FALSE,FALSE,FALSE,1,0014100000rD1ilAAC,899,apierce@npacademy.org,Allyson,Pierce,Administrative Assistant,8018401210
Nebo Education Foundation,Nebo Education Foundation,,Component,,FALSE,TRUE,FALSE,1,0014100001pLel3AAC,,,,,,
Nebo Foot and Ankle,NEBO FOOT AND ANKLE LLC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyGQAV,,,,,,
Nebo School District,Nebo School District,Nebo Consolidated School District,School District or Charter School,School District,FALSE,FALSE,FALSE,1,0014100000rD1imAAC,900,jeff.peterson@nebo.edu,Jeff,Peterson,Associate Legal Counsel,8013547475
Nebo Vision,NEBO VISION INC.,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyHQAV,,,,,,
Neighborhood Art Center,,Neighborhood Art Center,,Nonprofit Corporation,TRUE,FALSE,,1,,901,tallia@neighborhoodartcenter.org,Tallia,Feltis,Executive Director,2067959348
Neighborhood House Association,Neighborhood House Association,Neighborhood House Association,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0011K00002ZnWVtQAN,902,jennifer@nhutah.org,Jennifer,Nuttall,,801-363-4589 ext 102
Neighborhood Housing Services of Provo,,"Neighborhood Housing Services of Provo, Inc.",,Nonprofit Corporation,TRUE,FALSE,,1,,903,eric.nmchs@gmail.com,Eric,Jorgensen,,8013755820
Neighborhood Nonprofit Housing Corporation,Neighborhood Nonprofit Housing Corporation,Neighborhood Nonprofit Housing Corporation,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0014100000rD1PJAA0,904,accounting@nnhc.net,Justin,Card,Controller,4357998133
Neil Simon Festival,Neil Simon Festival,,Non Profits,,FALSE,TRUE,FALSE,1,0014100001yQ659AAC,,,,,,
Neola Community Park District,Neola Community Park District,Neola Community Park,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1E8AAK,905,neolaparks@gmail.com,Linda,Crozier,Board President,4358234386
Neola Elementary School,Neola Elementary School,,Component,,FALSE,TRUE,FALSE,1,0014100001ioOvAAAU,,,,,,
Neola Water and Sewer District,Neola Water and Sewer District,Neola Water & Sewer District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1E9AAK,906,neolawater@gmail.com,Raleen,Gines,,4358234398
Nephi City,Nephi City,Nephi City,City,Municipality,FALSE,FALSE,FALSE,1,0014100000rD10iAAC,907,lisabrough@nephi.utah.gov,Lisa,E. Brough,,435-623-0822
Nephi City Community Reinvestment Agency,Nephi City Community Reinvestment Agency,,Redevelopment Agency/Project Area,,FALSE,TRUE,FALSE,1,00141000017aYLNAA2,,,,,,
Nephi Medical Clinic,NEPHI MEDICAL CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyIQAV,,,,,,
Nephrology Associates of Utah,NEPHROLOGY ASSOCIATES OF UTAH,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyJQAV,,,,,,
Neurological Associates,NEUROLOGICAL ASSOCIATES,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyKQAV,,,,,,
Neurology Consultants,NEUROLOGY CONSULTANTS,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyLQAV,,,,,,
Neurostimulation Adult Services,NEUROSTIMULATION ADULT SERVICES,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyMQAV,,,,,,
Neurostimulation Services,NEUROSTIMULATION SERVICES,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyNQAV,,,,,,
Neurosurgical Associates,NEUROSURGICAL ASSOCIATES,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyOQAV,,,,,,
New Frontiers for Families,New Frontiers For Families,,Non Profits,,FALSE,TRUE,TRUE,1,0014100000rD1PLAA0,,,,,,
New Harmony Town,New Harmony Town,New Harmony Town,Town,Municipality,FALSE,FALSE,FALSE,1,0014100000rD1qNAAS,908,newharmonyutah@gmail.com,Doneva,Hecker,Clerk/Recorder,4355900268
New Harmony Valley Special Service District,New Harmony Valley Special Service District,New Harmony Valley Special Service District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1EAAA0,909,jim.banks@newharmonyfire.org,Jim,Banks,Fire Chief,4352631672
New Hope Childrens Center,New Hope Children's Center,,Non Profits,,FALSE,TRUE,TRUE,1,0014100000rD1ZLAA0,,,,,,
New Hope Crisis Center,New Hope Crisis Center,New Hope Crisis Center of Box Elder County,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0014100000rD1PMAA0,910,megan@newhopecrisiscenter.org,Megan,Talamantez,Executive Director,4357235600
New Horizon Medical Care,NEW HORIZON MEDICAL CARE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyPQAV,,,,,,
New Horizons Crisis Center,New Horizons Crisis Center,New Horizons Crisis Center,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0014100000rD1PNAA0,911,dmayo-nhcc@qwestoffice.net,Debbie,Mayo,,435-896-9294
New Roads Treatment Centers,NEW ROADS TREATMENT CENTERS,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyQQAV,,,,,,
New Smiles for Veterans,New Smiles for Veterans,New Smiles For Veterans,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0011K00002SPfVSQA1,912,newsmilesforvets@gmail.com,Dennis,Matthews,,4358513317
Newton Cemetery Maintenance District,Newton Cemetery Maintenance District,Newton Cemetery District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1EBAA0,913,segolily2@comcast.net,Penny,G. Douglass,,(435) 653-3916
Newton Town,Newton Town,Newton Town,Town,Municipality,FALSE,FALSE,FALSE,1,0014100000rD1qOAAS,914,newtontown@comcast.net,Karla,Ferguson,Newton Town Clerk,4355639283
Nexus Pain Care,NEXUS PAIN CARE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyRQAV,,,,,,
Nibley City,Nibley City,Nibley City,City,Municipality,FALSE,FALSE,FALSE,1,0014100000rD10jAAC,915,cheryl@nibleycity.com,Cheryl,Bodily,City Recorder,4357520431
Nibley City Community Reinvestment Agency,Nibley City Community Reinvestment Agency,Nibley Community Reinvestment Agency,Redevelopment Agency/Project Area,Community Reinvestment Agency,FALSE,FALSE,FALSE,1,0011K00002PrRpUQAV,917,jm@nibleycity.com,Justin,Maughan,City Manager,4357520431
Nibley City Municipal Building Authority,,Nibley City Municipal Building Authority,,Local Building Authority,TRUE,FALSE,,1,,916,jm@nibleycity.com,Justin,Maughan,Nibley City Manager,4357520431
Nicholas G Hanson MD,NICHOLAS G HANSON MD,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWySQAV,,,,,,
Nicholas J Paulk MD,NICHOLAS J. PAULK MD,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyTQAV,,,,,,
Nick C Greenwood MD,NICK C GREENWOOD MD,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyUQAV,,,,,,
Niederhauser and Davis,"Niederhauser & Davis, LLC",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD0yWAAS,,,,,,
Nievaard Kofoed and Teran PC CPAs,"Nievaard, Kofoed & Teran, P.C., CPAs",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD0yXAAS,,,,,,
Night Light Pediatrics,NIGHT LIGHT PEDIATRICS,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyVQAV,,,,,,
Noah Webster Academy,Noah Webster Academy,Noah Webster Academy,School District or Charter School,Charter School,FALSE,FALSE,FALSE,1,0014100000rD1inAAC,918,boffice@mynwa.us,Katherine,Nelson,,801-426-6624
Noetic Psychiatry,NOETIC PSYCHIATRY,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyWQAV,,,,,,
Nordic Valley Sewer Improvement District,Nordic Valley Sewer Improvement District,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000wXU78AAG,,,,,,
North Cache Conservation District,North Cache Conservation District,North Cache Soil Conservation District,Conservation District,Conservation District,FALSE,FALSE,FALSE,1,0014100000rD11qAAC,919,jacefarnsworth@utah.gov,Jace,Farnsworth,Zone coordinater,4352224105
North Cache Valley Clinic,NORTH CACHE VALLEY CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyXQAV,,,,,,
North Cache Valley Instacare,NORTH CACHE VALLEY INSTACARE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyYQAV,,,,,,
North Central Fire Special Service District,North Central Fire Special Service District,North Central Fire Special Service District Administrative Control Board,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1ECAA0,920,mema@scinternet.net,Gayle,L Rohde,,4352311639
North Davis Fire District,North Davis Fire District,North Davis Fire District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1EDAA0,921,mrogers@northdavisfire.org,Misty,Rogers,,8015252851
North Davis Preparatory Academy,North Davis Preparatory Academy,North Davis Preparatory Academy,School District or Charter School,Charter School,FALSE,FALSE,FALSE,1,0014100000rD1ioAAC,922,rrobinson@northdavisprep.org,Ryan,Robinson,Director,8015471809
North Davis Sewer District,North Davis Sewer District,North Davis Sewer District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1EEAA0,923,alupcho@ndsd.org,Angela,Lupcho,,801-825-0712
North Eastern Services,"North Eastern Services, Inc.",,Non Profits,,FALSE,TRUE,TRUE,1,0014100000rD1OHAA0,,,,,,
North Emery Water Users Special Service District,North Emery Water Users Special Service District,NORTH EMERY WATER USERS SSD,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1EFAA0,925,northemery@etv.net,Sue,MCArthur,,4356532649
North Fork Special Service District,North Fork Special Service District,North Fork Special Service District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1EGAA0,928,admin@nfssd.org,Emily,Johnson,District Clerk,8012257263
North Logan City,North Logan City,North Logan City Corp.,City,Municipality,FALSE,FALSE,FALSE,1,0014100000rD10kAAC,929,recorder@northlogancity.org,Scott,Bennett,City Recorder,4357521310
North Ogden Chiropractic,NORTH OGDEN CHIROPRACTIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyZQAV,,,,,,
North Ogden City,North Ogden City,North Ogden City,City,Municipality,FALSE,FALSE,FALSE,1,0014100000rD10lAAC,930,enelson@nogden.org,Evan,Nelson,,801-737-2201
North Ogden City Redevelopment Agency,North Ogden City Redevelopment Agency,,Redevelopment Agency/Project Area,,FALSE,TRUE,FALSE,1,0014100000rD1gvAAC,,,,,,
North Ogden Clinic,NORTH OGDEN CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyaQAF,,,,,,
North Ogden Instacare,NORTH OGDEN INSTACARE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWybQAF,,,,,,
North Park Police Agency,North Park Police Agency,North Park Police Agency,Interlocal,Interlocal Entity,FALSE,FALSE,FALSE,1,0014100001bB046AAC,931,sgill@northparkpolice.org,Sherry,Gill,,4357537600
North Pointe Solid Waste Special Service District,North Pointe Solid Waste SSD,North Pointe Solid Waste Special Service District,Local and Special Service District,Special Service District,FALSE,FALSE,TRUE,1,0014100000rD1EHAA0,932,rodger.np@gmail.com,Rodger,Harper,Executive Director,8012258538
North Salt Lake City,"North Salt Lake, City of",North Salt Lake,City,Municipality,FALSE,FALSE,TRUE,1,0014100000rD10mAAC,933,wendyp@nslcity.org,Wendy,Page,City Recorder,8013358709
North Salt Lake City Redevelopment Agency,North Salt Lake City Redevelopment Agency,,Redevelopment Agency/Project Area,,FALSE,TRUE,FALSE,1,0014100000rD1gwAAC,,,,,,
North Sanpete Ambulance Service,North Sanpete Ambulance Service,North Sanpete Ambulance Service,Interlocal,Interlocal Entity,FALSE,FALSE,FALSE,1,0014100000rD1AeAAK,934,nsas@cut.net,Carol,Haskins,,435-436-6727
North Sanpete School District,North Sanpete School District,NORTH SANPETE SCHOOL DISTRICT,School District or Charter School,School District,FALSE,FALSE,FALSE,1,0014100000rD1ipAAC,935,carole.church@nsanpete.org,CAROLE,CHURCH,,(435) 462-2485
North Star Academy,North Star Academy,North Star Academy,School District or Charter School,Charter School,FALSE,FALSE,FALSE,1,0014100000rD1iqAAC,936,platte@academicawest.com,Platte,Nielson,business manager,8014449378
North Summit Fire Protection District,North Summit Fire Protection District,North Summit Fire District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1EIAA0,937,trowser@northsummitfire.org,Tyler,Rowser,Captain,4353362221
North Summit Pressurized Irrigation Company,North Summit Pressurized Irrigation Company,,Non Profits,,FALSE,TRUE,FALSE,1,0014100000rD1XyAAK,,,,,,
North Summit Recreation Special Service District,North Summit Recreation Special Service District,North Summit Recreation Special Service District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1EJAA0,938,nate.brooks@nsrecreation.org,Nathan,Brooks,,435-336-7322
North Summit School District,North Summit School District,North Summit School District,School District or Charter School,School District,FALSE,FALSE,FALSE,1,0014100000rD1irAAC,939,msargent@nsummit.org,Marci,Sargent,,4353365654
North Temple Urgent Care Clinic,NORTH TEMPLE URGENT CARE CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWycQAF,,,,,,
North Tooele City Special Service District,North Tooele City Special Service District,North Tooele City Special Service District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1EKAA0,940,jeffreyhammer1988@gmail.com,Jeff,Hammer,Chair,4352418175
North Tooele Fire Protection Service District,North Tooele Fire Protection Service District,North Tooele Fire Protection Service District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1AzAAK,941,kevin.nunn@ntfd.us,Kevin,Nunn,Fire Chief,4358304799
North Utah County Aquifer Association,North Utah County Aquifer Association,,Interlocal,,FALSE,TRUE,FALSE,1,0014100000rD13dAAC,,,,,,
North Utah County Water Conservancy District,North Utah County Water Conservancy District,North Utah County Water Conservancy District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1ELAA0,942,john.nucwcd@gmail.com,John,H. Jacobs,,801-756-7039
North Utah Valley Animal Services Special Service District,North Utah Valley Animal Services Special Service District,North Utah Valley Animal Services Special Service District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1EMAA0,943,togettling@orem.org,Tug,Gettling,Director,8017853442
North Valley Pediatrics,NORTH VALLEY PEDIATRICS,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWydQAF,,,,,,
North View Fire District,North View Fire District,North View Fire District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1ENAA0,944,dwade@northviewfire.com,David,K Wade,Fire Chief,8017828159
North Village Special Service District,North Village Special Service District,North Village Special Service District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1EOAA0,945,theresa@jssd.us,Theresa,Baronek,Treasurer,4356549233
Northeastern Counseling,NORTHEASTERN COUNSELING,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWyeQAF,,,,,,
Northeastern Counseling Center,NORTHEASTERN COUNSELING CENTER,,Health Provider,,FALSE,FALSE,TRUE,2,0011K00002EhWyfQAF,,,,,,
Northeastern Counseling Center,Northeastern Counseling Center,,Interlocal,,FALSE,TRUE,FALSE,2,0014100000rD1AbAAK,,,,,,
Northeastern Utah Educational Services,Northeastern Utah Educational Services,Northeastern Utah Educational Services (NUES),Interlocal,Interlocal Entity,FALSE,FALSE,FALSE,1,0014100000rD1isAAC,924,dmossman@nucenter.org,Parker,K. Duke Mossman,,435-654-1921 x1
Northeastern Utah Friends Against Family Violence,Northeastern Utah Friends Against Family Violence,,Non Profits,,FALSE,TRUE,FALSE,1,0011K00002btoqDQAQ,,,,,,
Northeastern Utah Medical Group,NORTHEASTERN UTAH MEDICAL GROUP,,Health Provider,,FALSE,FALSE,TRUE,2,0011K00002EhWygQAF,,,,,,
Northeastern Utah Medical Group,NORTHEASTERN UTAH MEDICAL GROUP,,Health Provider,,FALSE,FALSE,TRUE,2,0011K00002FzxPUQAZ,,,,,,
